priority,score,path,title,verticals,workflow_roles,has_howto,has_actions,has_report_capability,howto_matches,action_matches,report_matches,pain_matches,button_count,link_count,input_count
CRITICAL,84,html/war-rooms/legal-war/legal-executive-portal.html,TSM · Chief Strategist · Executive Portal,"healthcare, construction, bpo, insurance, legal, finops, vendor, approval","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,steps,"import, analysis, run, review, approve, escalate, generate, export, download, create, open, continue, start","export, download, executive, brief, letter, package","risk, exposure, exception, denial, compliance, backlog, cost, error, anomaly, sla, audit",6,8,2
CRITICAL,83,html/appointments/index.html,TSM Healthcare Command Center · BNCA Full System,"healthcare, construction, insurance, legal, tax, itops, vendor","INTAKE / ANALYSIS, DECISION / STRATEGY, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,workflow,"import, analysis, run, review, assign, escalate, resolve, export, download, report, send, save, create, open, launch, continue, start","report, export, download, summary, brief, letter","risk, exception, denial, compliance, backlog, bottleneck, delay, revenue, error, sla, audit, missing, unresolved, recovery",7,0,4
CRITICAL,83,html/construction-suite/compliance-hub.html,TSM Compliance Command | AI-Powered Regulatory Intelligence,"construction, tax, itops, vendor","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,steps,"import, analyze, analysis, run, review, resolve, generate, export, report, send, save, create, open, launch, start","report, export, pdf, summary, executive, letter","risk, exposure, compliance, overdue, delay, error, failure, sla, audit, missing, unresolved, recovery",43,0,14
CRITICAL,83,html/construction-suite/compliance.html,TSM Compliance Command | AI-Powered Regulatory Intelligence,"construction, tax, itops, vendor","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,steps,"import, analyze, analysis, run, review, resolve, generate, export, report, send, save, create, open, launch, start","report, export, pdf, summary, executive, letter","risk, exposure, compliance, overdue, delay, error, failure, sla, audit, missing, unresolved, recovery",43,0,14
CRITICAL,83,html/construction-suite/legal.html,Legal Analyst Pro · TSM Consultz,"healthcare, construction, bpo, real estate, legal, itops, property, vendor","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",False,True,True,,"upload, import, analyze, analysis, run, submit, review, assign, generate, export, download, report, send, create, open, launch, start","report, export, download, pdf, csv, summary, executive, brief, letter","risk, exposure, exception, compliance, error, anomaly, sla, audit, missing",19,0,3
CRITICAL,83,html/construction-suite/tsm-construction-pitch.html,TSM Construction Command — Executive Intelligence Suite,"construction, legal, finance, finops, itops, approval","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"workflow, what to do","upload, analysis, run, execute, submit, review, resolve, generate, report, create, open, launch, start","report, summary, executive, letter","risk, loss, exposure, compliance, delay, cost, revenue, error, sla, audit, missing, unresolved, recovery, opportunity",9,23,4
CRITICAL,83,html/construction-wip.html,TSM · Construction WIP + Billing Intelligence,"construction, itops, approval","DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,steps,"import, analyze, analysis, run, submit, review, approve, escalate, resolve, generate, export, download, create, open, launch, start","export, download, excel, summary, executive, brief, letter, package","risk, cost, revenue, sla, audit, missing, unresolved",7,4,0
CRITICAL,83,html/dignity-exec-presentation.html,TSM Intelligence · Dignity Health Executive Brief,"healthcare, construction, legal, finops, itops, supplier","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"workflow, next step, steps","upload, analysis, run, assign, generate, report, create, open, launch, start","report, summary, executive, brief, proposal, letter","risk, exposure, denial, compliance, backlog, delay, revenue, error, sla, audit, missing, recovery",2,11,0
CRITICAL,83,html/reo-command.html,Real Estate Command,"construction, bpo, mortgage, real estate, finance, tax, itops, property","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"next step, steps","analysis, run, review, generate, export, download, report, send, save, create, open, launch, start","report, export, download, executive, brief, letter","risk, exposure, compliance, cost, error, audit, missing",19,5,2
CRITICAL,83,html/tsm-insurance/compliance.html,TSM Compliance Command | AI-Powered Regulatory Intelligence,"construction, insurance, tax, itops, vendor","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,steps,"import, analyze, analysis, run, review, resolve, generate, export, report, send, save, create, open, launch, start","report, export, pdf, summary, executive, letter","risk, exposure, compliance, overdue, delay, error, failure, sla, audit, missing, unresolved, recovery",43,0,14
CRITICAL,83,html/tsm-staffing-readiness-demo.html,TSM — Staffing Readiness Command Center,"healthcare, construction, insurance, finance, finops, tax, crm","INTAKE / ANALYSIS, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"how to, workflow, steps","import, analysis, run, submit, review, generate, export, report, presentation, create, open, start","report, export, csv, excel, presentation, executive, letter","risk, loss, denial, compliance, bottleneck, cost, revenue, sla, audit",22,0,0
CRITICAL,82,html/candidate-intake.html,TSM Healthcare Intelligence Academy,"healthcare, insurance, finops, tax, supplier, approval","EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"workflow, steps","analyze, run, submit, review, approve, reject, assign, resolve, generate, report, presentation, send, save, create, open, continue, start","report, presentation, summary, letter","exposure, exception, denial, delay, revenue, waste, error, failure, sla, missing",35,6,0
CRITICAL,82,html/cyber-incident.html,TSM · Cyber/OT Incident Command Center,"healthcare, construction, insurance, legal, finance, finops, supplier","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,steps,"import, analyze, analysis, run, review, assign, escalate, generate, export, download, report, send, save, create, open, continue, start","report, export, download, summary, executive, brief, letter, package","risk, loss, exposure, compliance, cost, error, anomaly, sla, missing",4,0,0
CRITICAL,82,html/finops-main-strategist1.html,FinOps Main Strategist · TSM,"construction, finops, tax, itops, vendor, approval","DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY",True,True,True,workflow,"import, analysis, run, review, resolve, generate, export, report, presentation, send, save, open, launch, start","report, export, pdf, presentation, summary, executive, letter, package","risk, exception, compliance, delay, cost, revenue, error, audit, missing, opportunity",14,0,0
CRITICAL,82,html/finops-suite/finops-main-strategist/index1.html,FinOps Main Strategist · TSM,"construction, finops, tax, itops, vendor, approval","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY",True,True,True,workflow,"import, analysis, run, review, resolve, generate, export, report, presentation, send, save, open, launch, start","report, export, pdf, presentation, summary, executive, letter, package","risk, exception, compliance, delay, cost, revenue, error, audit, missing, opportunity",14,0,0
CRITICAL,82,html/healthcare/hc-academy/hc-academy.html,TSM Healthcare Intelligence Academy,"healthcare, insurance, finops, tax, supplier, approval","INTAKE / ANALYSIS, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"workflow, steps","analyze, run, submit, review, approve, reject, assign, resolve, generate, report, presentation, send, save, create, open, continue, start","report, presentation, summary, letter","exposure, exception, denial, delay, revenue, waste, error, failure, sla, missing",35,6,0
CRITICAL,82,html/l1-copilot/enterprise-command-center.html,TSM Enterprise Command Center,"noc, vendor","INTAKE / ANALYSIS, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"how to, guide, next step, steps","analyze, analysis, run, submit, assign, escalate, resolve, generate, send, create, open, start","summary, snapshot, letter","risk, loss, delay, error, anomaly, failure, sla",9,4,1
CRITICAL,82,html/suite-builder/index.html,TSM · Presentation Suite Builder,"healthcare, construction, bpo, mortgage, real estate, insurance, legal, schools","DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"guide, next step, steps","import, analysis, run, review, generate, presentation, create, open, launch, start","presentation, deck, executive, letter","risk, exposure, compliance, delay, cost, revenue, error, sla, audit, missing",14,3,1
CRITICAL,82,html/war-rooms/mortgage/mortgage-executive-portal.html,TSM &middot; Mortgage Command Center Executive Portal,"healthcare, construction, bpo, mortgage, insurance, legal, finops, approval","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,next step,"analysis, run, review, approve, reject, escalate, resolve, export, download, create, open, continue, start","export, download, summary, executive, snapshot, letter, package","risk, exposure, exception, compliance, delay, error, anomaly, sla, audit, unresolved",2,2,0
CRITICAL,81,html/finops-suite/finops-showcase/index.html,TSM · FINOPS DOC SHOWCASE,"construction, finops, itops, vendor","INTAKE / ANALYSIS, DECISION / STRATEGY, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"how to, how-to, steps","upload, analyze, analysis, run, review, approve, generate, report, send, save, launch","report, pdf, csv, excel, summary, letter","risk, exception, overdue, delay, revenue, error, audit, missing",6,0,1
CRITICAL,81,html/finops-suite/study-guide.html,TSM Platform Guide · How To Use Everything,"healthcare, insurance, legal, finance, finops, tax, vendor","INTAKE / ANALYSIS, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"how to, how-to, getting started, start here, workflow, guide, instructions, steps","analysis, run, execute, review, resolve, generate, report, open, launch, start","report, executive, brief, letter, package","risk, exception, denial, compliance, revenue, sla, audit, recovery",0,30,0
CRITICAL,81,html/mortgage/index.html,TSM Financial Intelligence Pro,"healthcare, construction, mortgage, insurance, legal, schools, finance, tax","DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"how-to, guide, steps","import, analyze, analysis, run, submit, review, generate, report, send, create, open, launch, start","report, summary, executive, brief, letter","risk, exposure, exception, compliance, overdue, delay, revenue, error, sla, audit, missing",20,0,0
CRITICAL,81,html/pc-command/index.html,P&C Enterprise Command · TSM,"healthcare, construction, bpo, insurance, legal, tax, itops, property","DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,workflow,"upload, import, analysis, run, submit, review, assign, escalate, resolve, generate, export, report, save, create, open, launch, start","report, export, summary, executive, brief, letter, package","risk, loss, exposure, exception, denial, compliance, backlog, cost, revenue, sla, audit, missing, unresolved, recovery, opportunity",18,0,0
CRITICAL,81,html/sentinel-center.html,TSM Sentinel Strategist Center,"healthcare, construction, bpo, mortgage, real estate, insurance, legal, schools","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",False,True,True,,"upload, import, analysis, run, approve, escalate, resolve, generate, export, download, report, send, save, create, open, continue, start","report, export, download, executive, snapshot, letter, package","risk, exposure, denial, compliance, bottleneck, delay, cost, revenue, error, anomaly, failure, sla, audit, missing, unresolved, recovery, opportunity",7,0,2
CRITICAL,81,html/war-rooms/music-war/demo-conductor.html,TSM ZY Music Suite · Demo Conductor,"construction, itops, catalog","DECISION / STRATEGY, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"how to, how-to, workflow, guide, what to do, steps","import, analysis, run, reject, generate, presentation, send, save, create, open, launch, continue, start","presentation, deck, letter","error, audit, missing",7,1,2
CRITICAL,80,html/construction-suite/property-accounting-revenue-cycle.html,TSM · Construction · Property Accounting & Revenue Cycle,"construction, mortgage, insurance, finops, tax, property, vendor, approval","DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"workflow, steps","analysis, run, review, approve, reject, assign, escalate, resolve, presentation, send, save, create, open","presentation, summary, executive, brief, letter, package","exception, compliance, cost, revenue, error, sla, audit, missing",6,0,3
CRITICAL,80,html/healthcare-demo-script.html,Healthcare RCM WIP — Live Demo Script,"healthcare, construction, insurance, finops, vendor","DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"workflow, what to do, steps","import, analysis, run, execute, submit, review, generate, export, presentation, open, launch, start","export, excel, presentation, executive, brief, letter","risk, leak, denial, cost, revenue, error, audit, missing, recovery",3,0,0
CRITICAL,80,html/honorhealth-revenue-leak-snapshot.html,HonorHealth — Revenue Leak Snapshot | TSM Consultz,"healthcare, insurance, finops","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"workflow, steps","upload, analyze, analysis, run, submit, review, approve, generate, export, report, save, open, start","report, export, deck, executive, snapshot, brief, letter, package","risk, leak, exposure, exception, denial, compliance, delay, cost, revenue, failure, missing, recovery",0,0,0
CRITICAL,80,html/hotelops/hotelops-executive-portal.html,GID &middot; HotelOps Executive Portal,"healthcare, construction, bpo, mortgage, insurance, legal, schools, hotel","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,workflow,"analysis, run, review, approve, assign, escalate, resolve, export, download, report, create, open, continue, start","report, export, download, summary, executive, letter, package","risk, exposure, exception, compliance, revenue, sla, audit, unresolved",2,2,0
CRITICAL,80,html/legal-main-strategist.html,TSM · Case Strategist · Legal-Pro,legal,"INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",False,True,True,,"import, analyze, analysis, run, review, assign, escalate, generate, export, download, report, create, open, start","report, export, download, summary, executive, brief, letter, package","risk, loss, exposure, delay, cost, error, anomaly, sla, recovery",7,7,0
CRITICAL,80,html/tsm-consultz-access.html,TSM Client Access — Sovereign Intelligence Portal,"healthcare, construction, bpo, real estate, insurance, legal, finops, vendor","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",False,True,True,,"upload, import, analysis, run, execute, review, approve, assign, escalate, generate, export, report, save, create, open, launch, start","report, export, pdf, csv, summary, executive, letter","risk, exposure, exception, denial, error, sla, audit",17,3,14
CRITICAL,80,html/war-rooms/mortgage/mortgage-war-room.html,TSM Mortgage Command Center,"construction, mortgage","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"how to, how-to, workflow, guide","analysis, run, submit, review, assign, generate, report, save, create, open, start","report, summary, executive, snapshot, letter","risk, exposure, exception, compliance, delay, cost, anomaly, sla, missing",6,0,0
CRITICAL,79,html/inty-power-finops-presentation.html,TSM FinOps · Inty Power Staff Accountant,"construction, finops, tax, itops, supplier, vendor","DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"workflow, steps","upload, analyze, analysis, run, generate, report, presentation, save, create, open, launch, start","report, presentation, executive, proposal, letter","leak, loss, compliance, overdue, delay, cost, revenue, sla, audit, missing, opportunity",2,10,0
CRITICAL,79,html/inty-power-finops-presentation/index.html,TSM FinOps · Inty Power Staff Accountant,"construction, finops, tax, itops, supplier, vendor","DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"workflow, steps","upload, analyze, analysis, run, generate, report, presentation, save, create, open, launch, start","report, presentation, executive, proposal, letter","leak, loss, compliance, overdue, delay, cost, revenue, sla, audit, missing, opportunity",2,10,0
CRITICAL,79,html/supplier-shutdown.html,TSM · Supplier Shutdown War Room,"healthcare, construction, legal, logistics, finops, supplier, vendor","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",False,True,True,,"import, analyze, analysis, run, review, assign, escalate, generate, export, download, report, send, save, create, open, continue, start","report, export, download, summary, executive, brief, letter, package","risk, exposure, delay, cost, revenue, error, anomaly, sla, missing, recovery",4,0,0
CRITICAL,79,html/tsm-app-rationalizer.html,TSM Shell · Portfolio Rationalizer,"healthcare, construction, bpo, mortgage, insurance, legal, schools, hotel","DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"how-to, workflow, guide","upload, analyze, analysis, review, export, download, presentation, save, create, open, launch","export, download, csv, presentation, executive, snapshot, proposal, letter","denial, compliance, anomaly, audit",9,0,2
CRITICAL,79,html/tsm-insurance/legal.html,Legal Analyst Pro · TSM Consultz,"healthcare, construction, bpo, real estate, insurance, legal, itops, property","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",False,True,True,,"upload, import, analyze, analysis, run, review, assign, generate, export, download, report, send, create, open, launch, start","report, export, download, pdf, csv, summary, executive, brief, letter","risk, exposure, exception, compliance, error, audit, missing",18,0,3
CRITICAL,79,html/war-rooms/insure-war/insurance-executive-portal.html,Insurance Executive Portal · TSM,"healthcare, construction, bpo, insurance, finops, approval","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,steps,"analysis, run, review, escalate, generate, export, download, create, open, start","export, download, summary, executive, snapshot, brief, letter, package","risk, exposure, exception, denial, compliance, error, anomaly, sla, audit, recovery, opportunity",10,3,0
CRITICAL,79,html/war-rooms/pm-copilot/pm-exec-portal.html,TSM &middot; PM Copilot Executive Portal,"healthcare, construction, bpo, mortgage, insurance, legal, schools, finops","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",False,True,True,,"analysis, run, review, approve, reject, assign, escalate, resolve, export, download, create, open, continue, start","export, download, summary, executive, snapshot, letter, package","risk, exposure, exception, compliance, delay, error, anomaly, sla, audit, unresolved",2,2,0
CRITICAL,78,html/concierge-command.html,TSM | Concierge Command,"construction, hotel, hotelops, tax, itops, property","DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,steps,"upload, import, analyze, analysis, run, review, generate, report, send, create, open, launch, start","report, executive, snapshot, letter","risk, exposure, compliance, delay, cost, revenue, error, sla, audit, missing, recovery, opportunity",4,5,8
CRITICAL,77,html/ep1.html,TSM Executive Portal v2,"healthcare, construction, insurance, legal, finance, finops, tax","DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"workflow, guide","upload, analysis, submit, review, approve, assign, resolve, generate, report, save, create, start","report, summary, executive, letter, package","risk, exposure, exception, denial, compliance, backlog, sla, audit, missing",7,1,0
CRITICAL,77,html/finops-suite/doc-analysis-tab1.html,TSM FinOps Intelligence · Document Processor,"legal, finance, finops, tax, vendor, approval","INTAKE / ANALYSIS, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,steps,"upload, import, analyze, analysis, run, review, approve, assign, escalate, resolve, generate, report, send, create, open, start","report, summary, brief, letter","risk, loss, exposure, exception, compliance, overdue, delay, revenue, error, failure, sla, audit, missing, unresolved",12,0,5
CRITICAL,77,html/war-rooms/music-war/how-to-guide.html,Music Command Center — How To Guide,"construction, itops, catalog","INTAKE / ANALYSIS, DECISION / STRATEGY, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"how to, getting started, workflow, guide, instructions, next step, steps","upload, import, analyze, analysis, run, review, reject, escalate, resolve, generate, export, send, save, create, open, launch, continue, start","export, brief, letter","error, sla, audit, missing",0,14,0
CRITICAL,76,html/bpo-files/tsm-staffing-intelligence.html,TSM · Staffing Intelligence Platform,"healthcare, construction, bpo, insurance, legal, finance, finops, tax","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,workflow,"upload, analysis, run, execute, submit, review, escalate, generate, export, report, create, open, start","report, export, pdf, executive, letter","risk, exposure, exception, denial, compliance, bottleneck, delay, cost, revenue, error, sla, missing, recovery, opportunity",16,19,0
CRITICAL,76,html/l1-copilot/vmware-copilot.html,TSM VMware Operations Copilot,catalog,"EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"workflow, next step, steps","upload, run, execute, submit, review, assign, escalate, generate, report, send, create, open, start","report, summary, snapshot, letter","delay, error, failure, missing",30,1,2
CRITICAL,76,html/tsm-solutions.html,TSM — Total Solution Management,"healthcare, construction, bpo, real estate, insurance, legal, finance, finops","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"how to, workflow, guide, steps","upload, analysis, run, review, generate, report, open, launch, start","report, summary, executive, brief, letter","risk, exposure, denial, compliance, cost, revenue, anomaly, sla, missing",0,36,0
CRITICAL,76,html/tsm-strategy.html,TSM Matter — Master Strategy <title>TSM Matter — Master Strategy & RRD Pitch,"healthcare, construction, bpo, mortgage, real estate, insurance, legal, hotel","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"workflow, steps","upload, import, analyze, analysis, run, review, approve, report, presentation, save, create, open, launch, start","report, presentation, deck, letter, package","risk, exception, compliance, cost, revenue, sla, audit, missing, opportunity",0,10,0
CRITICAL,75,html/construction-suite/construct-pitch.html,TSM · Construction Suite,"construction, insurance, legal, tax, itops, approval","INTAKE / ANALYSIS, DECISION / STRATEGY, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"start here, workflow, steps","analysis, run, review, approve, escalate, resolve, generate, export, report, open, start","report, export, summary, letter, package","risk, exposure, compliance, bottleneck, delay, cost, audit, recovery, opportunity",0,32,0
CRITICAL,75,html/hotelops/hotelops-howto.html,GID | HotelOps — How-To Guide,"hotel, hotelops, property","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"how to, how-to, guide, what to do","import, run, review, escalate, export, save, create, open","export, summary, executive, snapshot, brief, letter","risk, leak, exposure, compliance, overdue, revenue, sla, audit",0,17,0
CRITICAL,75,html/strategist-index.html,Sovereign Strategist | The Ultimate Business Consultant,"construction, mortgage, real estate, insurance, legal, schools, hotel, hotelops","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"workflow, steps","analysis, run, review, reject, resolve, report, send, create, open, launch, start","report, csv, executive, letter","risk, exposure, compliance, delay, error, sla, audit, missing",19,97,1
CRITICAL,74,html/finops-suite/finops-main-strategist/main-strategist.html,FinOps Main Strategist,"finops, tax, vendor, approval","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,workflow,"analysis, run, review, approve, escalate, resolve, generate, report, save, create, open, launch, continue, start","report, summary, executive, brief, letter","risk, exposure, compliance, error, sla, audit, missing, opportunity",2,0,1
CRITICAL,74,html/property-accountant-demo-presentation.html,TSM &middot; Property Accountant &middot; Demo Presentation,"healthcare, construction, insurance, tax, property, vendor, approval","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"workflow, steps","analysis, run, approve, reject, escalate, resolve, generate, presentation, send, save, open, launch, start","presentation, summary, executive, snapshot, brief, letter, package","exception, compliance, revenue, sla, audit, missing",0,10,0
CRITICAL,73,html/tsm-insurance/ce-study-prep.html,TSM CE Study Prep — Insurance Exam Preparation,"insurance, legal, property","INTAKE / ANALYSIS, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,guide,"import, analysis, run, review, generate, presentation, create, open, launch, start","excel, presentation, deck, summary, letter","risk, loss, compliance, delay, cost, waste, error, sla, missing",40,12,2
CRITICAL,72,html/compliance/index.html,TSM Compliance Command | AI-Powered Regulatory Intelligence,"healthcare, construction, itops, vendor","DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,guide,"import, analyze, analysis, run, review, generate, report, send, create, open, launch, start","report, summary, executive, brief, letter","risk, denial, compliance, overdue, revenue, waste, error, audit, missing",20,0,6
CRITICAL,72,html/doc-search.html,TSM Universal Intake · Document Router,"healthcare, construction, bpo, insurance, legal, finops, vendor, approval","INTAKE / ANALYSIS, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,workflow,"upload, analyze, execute, submit, review, resolve, report, save, create, open, start","report, pdf, csv, brief, letter","risk, exposure, denial, compliance, overdue, revenue, error, sla, audit, missing",18,0,4
CRITICAL,72,html/healthcare/hc-academy/tsm-hc-demo-trail.html,TSM Healthcare · PoC Demo Trail,"healthcare, insurance, legal","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"next step, steps","upload, import, analyze, analysis, review, assign, escalate, generate, report, open, start","report, executive, brief, letter, package","risk, exposure, exception, denial, compliance, overdue, revenue, sla, audit, missing, recovery",3,0,0
CRITICAL,72,html/tsm-insurance/tsm-ins-demo-trail.html,TSM Insurance · PoC Demo Trail,"bpo, insurance","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"workflow, next step, steps","upload, import, analysis, review, escalate, generate, report, presentation, open, start","report, presentation, executive, brief, letter, package","risk, exposure, denial, compliance, sla, audit, recovery",3,0,0
CRITICAL,70,html/agents-ins.html,TSM Insurance Intelligence — AI for Insurance Professionals,"construction, insurance, itops, supplier, crm, approval","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,guide,"import, analysis, run, submit, review, approve, report, send, save, create, open, launch, start","report, letter","risk, exposure, compliance, cost, revenue, error, sla, audit, missing",3,29,7
CRITICAL,70,html/agents-ins/index.html,TSM Insurance Intelligence — AI for Insurance Professionals,"construction, insurance, itops, supplier, crm, approval","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,guide,"import, analysis, run, submit, review, approve, report, send, save, create, open, launch, start","report, letter","risk, exposure, compliance, cost, revenue, error, sla, audit, missing",2,29,6
